filename,artist_folder,path,size_mb,format,genres,bpm,is_sergik
06 How Long Has it Been.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/06 How Long Has it Been.mp3,4.79,mp3,,,False
Crevice In the Dessert.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Crevice In the Dessert.mp3,7.43,mp3,,,False
09 The Vibes.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/09 The Vibes.mp3,6.03,mp3,,,False
11 Altered Introspection Pt. 2.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/11 Altered Introspection Pt. 2.mp3,7.82,mp3,,,False
The Calling (0).mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/The Calling (0).mp3,5.94,mp3,,,False
Tranquil Ride (0).mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Tranquil Ride (0).mp3,7.9,mp3,,,False
Simmer Occasion.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Simmer Occasion.mp3,7.02,mp3,,,False
The Boom dont stop (0).mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/The Boom dont stop (0).mp3,3.97,mp3,,,False
Divine Art (0).mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Divine Art (0).mp3,4.73,mp3,,,False
swept (0).mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/swept (0).mp3,6.01,mp3,,,False
07 Smooth Sailing.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/07 Smooth Sailing.mp3,6.0,mp3,,,False
Distortion.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Distortion.mp3,4.06,mp3,,,False
Deeper than the ocean.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Deeper than the ocean.mp3,4.83,mp3,,,False
13 On A Journey.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/13 On A Journey.mp3,7.1,mp3,,,False
3s and 7s Cover by Austan x Scott T..mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/3s and 7s Cover by Austan x Scott T..mp3,7.55,mp3,,,False
3s and 7s Cover_2.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/3s and 7s Cover_2.mp3,9.16,mp3,,,False
Galore X JCreate - Smooth Sailing (0).mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Galore X JCreate - Smooth Sailing (0).mp3,7.33,mp3,,,False
08 Happy Odd Individuals.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/08 Happy Odd Individuals.mp3,7.3,mp3,,,False
01 End Of Summer.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/01 End Of Summer.mp3,9.22,mp3,,,False
Desert Nights (0).mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Desert Nights (0).mp3,7.63,mp3,,,False
Desperate (0).mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Desperate (0).mp3,5.49,mp3,,,False
Flexing (0).mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Flexing (0).mp3,2.52,mp3,,,False
Whats going on_2.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Whats going on_2.mp3,5.72,mp3,,,False
Dont leave me alone.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Dont leave me alone.mp3,7.22,mp3,,,False
collab myst (0).mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/collab myst (0).mp3,7.46,mp3,,,False
Afternoon Ride (0).mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Afternoon Ride (0).mp3,8.3,mp3,,,False
Etheral Panorama (0).mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Etheral Panorama (0).mp3,4.9,mp3,,,False
Whats going on (0).mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Whats going on (0).mp3,6.75,mp3,,,False
Desert Nights.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Desert Nights.mp3,7.63,mp3,,,False
On the Otther side (0).mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/On the Otther side (0).mp3,6.31,mp3,,,False
Funking Around.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Funking Around.mp3,5.65,mp3,,,False
Give me that (0).mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Give me that (0).mp3,7.62,mp3,,,False
That Funk (0).mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/That Funk (0).mp3,7.81,mp3,funk,,False
Trumpets.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Trumpets.mp3,12.07,mp3,,,False
Divine.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Divine.mp3,7.93,mp3,,,False
Give me that.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Give me that.mp3,7.62,mp3,,,False
The Vibes.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/The Vibes.mp3,6.03,mp3,,,False
04 The Token Ones.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/04 The Token Ones.mp3,8.09,mp3,,,False
On A Journey.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/On A Journey.mp3,7.24,mp3,,,False
12 Simmer Ocasion.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/12 Simmer Ocasion.mp3,7.01,mp3,,,False
Empyreal Funk (0).mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Empyreal Funk (0).mp3,7.76,mp3,funk,,False
Happy Odd Individuals.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Happy Odd Individuals.mp3,7.3,mp3,,,False
Amaranthine (0).mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Amaranthine (0).mp3,5.87,mp3,,,False
Dont leave me alone (0).mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Dont leave me alone (0).mp3,7.22,mp3,,,False
Funking Around (0).mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Funking Around (0).mp3,5.65,mp3,,,False
05 The Funky Psychedelic.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/05 The Funky Psychedelic.mp3,6.41,mp3,funk,,False
Deja Vu (0).mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Deja Vu (0).mp3,3.11,mp3,,,False
Dream Sequence.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Dream Sequence.mp3,5.86,mp3,,,False
World with No Regulation.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/World with No Regulation.mp3,8.25,mp3,,,False
Walk Back (0).mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Walk Back (0).mp3,11.07,mp3,,,False
Focus (0).mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/Focus (0).mp3,6.58,mp3,,,False
The Machine (0).mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/The Machine (0).mp3,4.4,mp3,,,False
The Machine.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/The Journey/The Machine.mp3,4.4,mp3,,,False
Mellow.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/Mixgenredine/Mellow.mp3,4.18,mp3,,,False
Feel the Jam.mp3,JCreate,/Users/machd/Music/Music/Media.localized/Music/JCreate/Mixgenredine/Feel the Jam.mp3,6.38,mp3,,,False
Kavon - Feel it now.mp3,Kavon 2016,/Users/machd/Music/Music 1/Media.localized/Music/Kavon 2016/Unknown Album/Kavon - Feel it now.mp3,6.65,mp3,,,False
These times.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/These times.wav,14.25,wav,,,False
Bad Bitch Affirmations Smart Bitch Edition.m4a,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Bad Bitch Affirmations Smart Bitch Edition.m4a,14.01,m4a,,,False
SERGIK - Back to The Basics (Instrumental).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Back to The Basics (Instrumental).wav,72.28,wav,,,True
SERGIK - Cosmos.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Cosmos.wav,58.64,wav,,,True
Sean Hart - SHAKE THAT ASS FUNKERSIZE.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sean Hart - SHAKE THAT ASS FUNKERSIZE.wav,140.92,wav,,,False
SERGIK - Needs.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Needs.wav,69.69,wav,,,True
chillout vibin.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/chillout vibin.mp3,7.82,mp3,ambient,,False
Soundolosophy.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Soundolosophy.wav,24.7,wav,,,False
SERGIK - Rock Dem Feets.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rock Dem Feets.wav,62.48,wav,,,True
hip hop jordan 34-2.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/hip hop jordan 34-2.mp3,8.92,mp3,hiphop,,False
SERGIK x Silent Jay - Late Morning1.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Silent Jay - Late Morning1.wav,41.34,wav,,,True
Andino x Segik La Selva.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Andino x Segik La Selva.wav,96.13,wav,,,False
SERGIK - Jahdelicah 1.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Jahdelicah 1.wav,70.18,wav,,,True
SERGIK - The Sound.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - The Sound.wav,69.21,wav,,,True
SERGIK x Sean Watson  - A Good Day (Instrumental).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean Watson  - A Good Day (Instrumental).wav,75.98,wav,,,True
ANDINO x SERGIK -  ELROW 1.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/ANDINO x SERGIK -  ELROW 1.wav,66.13,wav,,,False
untitled.fyjump3.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/untitled.fyjump3.mp3,0.51,mp3,,,False
SERGIK x LODIN - Bussin.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x LODIN - Bussin.wav,41.66,wav,,,True
Chill hip hop 2.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Chill hip hop 2.mp3,7.42,mp3,"hiphop,ambient",,False
SERGIK - Get It ViP2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Get It ViP2.wav,70.18,wav,,,True
Chill hip hop 3.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Chill hip hop 3.mp3,6.39,mp3,"hiphop,ambient",,False
SERGIK - Fall Leafs.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Fall Leafs.wav,26.32,wav,,,True
AZ.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/AZ.mp3,4.69,mp3,,,False
SERGIK - Bender.m4a,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bender.m4a,7.69,m4a,,,True
SERGIK - Everyday Gratitude (Freedom SRGFLiP).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Everyday Gratitude (Freedom SRGFLiP).wav,64.01,wav,,,True
the LNGwayyyyyyyyy v1.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/the LNGwayyyyyyyyy v1.wav,29.99,wav,,,False
SERGIK - Golden Hour - House.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Golden Hour - House.wav,55.68,wav,house,,True
SERGIK - On Slack.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - On Slack.wav,30.28,wav,,,True
SERGIK - Spring Swing.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Spring Swing.wav,64.75,wav,,,True
SERGIK x Sean Hart Ft. Chris Powell - American LOVE.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean Hart Ft. Chris Powell - American LOVE.wav,72.67,wav,,,True
TombStoned (0).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/TombStoned (0).wav,64.6,wav,,,False
SERGIK - Back to The Basics.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Back to The Basics.wav,72.28,wav,,,True
SERGIK - Mind Rollercoaster.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Mind Rollercoaster.wav,62.98,wav,,,True
Stranger wings 140.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Stranger wings 140.wav,9.23,wav,,,False
Janis & The Planets x SERGIK - Searching.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Janis & The Planets x SERGIK - Searching.wav,47.94,wav,,,False
SERGIK - On and On(Badu Remix).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - On and On(Badu Remix).wav,63.49,wav,,,True
SERGIK x Mateo Haze - Who's Boss_.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Mateo Haze - Who's Boss_.wav,47.51,wav,,,True
SERGIK - Man On A Journey.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Man On A Journey.wav,65.65,wav,,,True
Another Day.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Another Day.wav,23.83,wav,,,False
SERGIK x Stan The Guitarman - Highway 1.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Stan The Guitarman - Highway 1.wav,63.45,wav,,,True
SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya 1.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya 1.wav,66.42,wav,,,True
SERGIK - 6 Hours In v2.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - 6 Hours In v2.mp3,8.72,mp3,,,True
SERGIK - Oooh Ah Eee.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Oooh Ah Eee.wav,54.7,wav,,,True
SERGIK x Francisco Josue - Let Me.2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Francisco Josue - Let Me.2.wav,41.68,wav,,,True
SERGIK x OG Coco - Tell Em Heal.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OG Coco - Tell Em Heal.wav,53.49,wav,,,True
You Said That (0).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/You Said That (0).wav,20.42,wav,,,False
long ago (1).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/long ago (1).wav,25.75,wav,,,False
SERGIK - Happiness.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Happiness.wav,66.44,wav,,,True
Dream Edge_2.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Dream Edge_2.mp3,0.11,mp3,,,False
Trip Hop 3.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Trip Hop 3.mp3,6.41,mp3,,,False
SERGIK x LODIN - Mercy (Club Master).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x LODIN - Mercy (Club Master).wav,74.84,wav,,,True
SERGIK x Breauxxx - The Bag 130bpm (Techno SRGFLP)).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxxx - The Bag 130bpm (Techno SRGFLP)).wav,68.02,wav,techno,130,True
BeJanis x Sergik's Secret - Soul Infinite.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/BeJanis x Sergik's Secret - Soul Infinite.wav,76.5,wav,soul,,False
SERGIK x Sean Hart x Sean Watson - Escapade.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean Hart x Sean Watson - Escapade.wav,88.09,wav,,,True
SERGIK - Astro Spore.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Astro Spore.wav,44.35,wav,,,True
Old Fellas 4 (Sin Drum).mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Old Fellas 4 (Sin Drum).mp3,8.53,mp3,,,False
SERGIK - Something Sick.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Something Sick.wav,74.69,wav,,,True
SERGIK - Radiowave Contact.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Radiowave Contact.wav,67.51,wav,,,True
SERGIK x JIMII - Do it Yourself.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x JIMII - Do it Yourself.wav,61.03,wav,,,True
SERGIK x Crosstick - Katana Ghost.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Crosstick - Katana Ghost.wav,65.44,wav,,,True
SERGIK x BeJanis - In The Forest.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x BeJanis - In The Forest.wav,45.42,wav,,,True
8.12 - haus.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/8.12 - haus.mp3,4.84,mp3,,,False
SERGIK - Cosmic Cadillac.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Cosmic Cadillac.wav,65.32,wav,,,True
OG Coconut - sturdy_uh.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/OG Coconut - sturdy_uh.wav,28.84,wav,,,False
Cold Sweat.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Cold Sweat.wav,45.82,wav,,,False
SERIK x Stan The Guitarman - Well Known Treat.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERIK x Stan The Guitarman - Well Known Treat.wav,71.98,wav,,,False
SERGIK  - It Is What It Is.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK  - It Is What It Is.wav,64.32,wav,,,True
SERGIK - Dat Feelin.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dat Feelin.wav,70.18,wav,,,True
_.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/_.wav,76.3,wav,,,False
Ease (0).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Ease (0).wav,30.71,wav,,,False
SERGIK - Crawling Vines.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Crawling Vines.wav,61.69,wav,,,True
SERGIK - Musik Is The Answr.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Musik Is The Answr.wav,55.68,wav,,,True
SHAKE THAT ASS FUNKERSIZE.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SHAKE THAT ASS FUNKERSIZE.wav,140.92,wav,,,False
SERGIK x OffMedz_ - Around the World.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OffMedz_ - Around the World.wav,50.87,wav,,,True
Move Somethin 2 Live Crew.m4a,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Move Somethin 2 Live Crew.m4a,3.19,m4a,,,False
SERGIK - After Party.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - After Party.wav,61.04,wav,,,True
SERGIK - All Days.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - All Days.wav,61.52,wav,,,True
SERGIK - GET ON MY VIBE.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - GET ON MY VIBE.wav,39.68,wav,,,True
SERGIK x Sean Hart - Madness In The Summer 111bpm.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean Hart - Madness In The Summer 111bpm.wav,69.84,wav,,111,True
SERGIK x Slick Floyd x Batt Lo ft. Chris Powell- State Of Mind.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Slick Floyd x Batt Lo ft. Chris Powell- State Of Mind.wav,67.51,wav,,,True
808 start up!.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/808 start up!.mp3,4.58,mp3,,,False
SERGIK - Take A Walk.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Take A Walk.wav,60.12,wav,,,True
DURO - no breakdown no vox 11.30.22.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/DURO - no breakdown no vox 11.30.22.mp3,7.2,mp3,,,False
SERGIK - Happiness 2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Happiness 2.wav,63.28,wav,,,True
SERGIK x Silent Jay x Van - Viva Ponderosa.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Silent Jay x Van - Viva Ponderosa.wav,38.45,wav,,,True
SERGIK - Pop Musik.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Pop Musik.wav,62.26,wav,,,True
SERGIK - Hustle Funkshway V2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Hustle Funkshway V2.wav,75.57,wav,funk,,True
SERGIK - Money Talk Bs Walk.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Money Talk Bs Walk.wav,59.1,wav,,,True
Tang Wu (0).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Tang Wu (0).wav,21.66,wav,,,False
SERGIK - Bouncy Bop.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bouncy Bop.wav,36.47,wav,,,True
Optikz x SERGIK(Vips) - Crowd Control - Trap.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Optikz x SERGIK(Vips) - Crowd Control - Trap.wav,51.53,wav,hiphop,,False
SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya (Instrumental).mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya (Instrumental).mp3,10.08,mp3,,,True
SERGIK - Game.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Game.wav,53.67,wav,,,True
SERGIK - After After (All Around Flip).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - After After (All Around Flip).wav,60.56,wav,,,True
SERGIK - Disco 82.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Disco 82.wav,60.02,wav,disco,,True
SERGIK - Feeling Lit.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Feeling Lit.wav,50.87,wav,,,True
9.22.24 Empty 120 BPM Note C.aif,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/9.22.24 Empty 120 BPM Note C.aif,46.14,aif,,120,False
Goin Backwards.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Goin Backwards.mp3,6.28,mp3,,,False
SERGIK - Rise n Shine.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rise n Shine.wav,54.32,wav,,,True
SERGIK - We Do This.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - We Do This.wav,68.13,wav,,,True
SERGIK x ESHER - Just Dont 124bpm.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x ESHER - Just Dont 124bpm.wav,71.31,wav,,124,True
