filename,artist_folder,path,size_mb,format,genres,bpm,is_sergik
Sergik x Skeezy - Gangsta.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x Skeezy - Gangsta.wav,55.11,wav,,,True
SERGIK - Space Travel.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Space Travel.wav,63.02,wav,,,True
Samurai Showdown (0).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Samurai Showdown (0).wav,25.12,wav,,,False
SERGIK - Astro Daze.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Astro Daze.wav,55.25,wav,,,True
SERGIK x OG Coconut - What you want.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OG Coconut - What you want.wav,83.27,wav,,,True
SERGIKx Offmedz_ - Trippy Liquid.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIKx Offmedz_ - Trippy Liquid.wav,55.23,wav,,,True
LANDR-emodrill_153bpm-Open-High 2.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/LANDR-emodrill_153bpm-Open-High 2.mp3,7.72,mp3,,153,False
01 Arza (One Word) ruff mix 1.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/01 Arza (One Word) ruff mix 1.mp3,4.94,mp3,,,False
SERGIK x Slick Floyd x Lev Ayathiens - Running V2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Slick Floyd x Lev Ayathiens - Running V2.wav,61.57,wav,,,True
Sergik x Slick - Da Pyramids.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x Slick - Da Pyramids.wav,67.35,wav,,,True
Mykeology Audio.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Mykeology Audio.wav,60.56,wav,,,False
SERGIK - Boomers.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Boomers.wav,29.12,wav,,,True
Arza - Already Know 129bpm A# min.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Arza - Already Know 129bpm A# min.wav,30.05,wav,,129,False
SERGIK - Have To Dance.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Have To Dance.wav,63.95,wav,,,True
SHAKEDIT.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SHAKEDIT.mp3,5.22,mp3,,,False
Sunday laxing.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sunday laxing.mp3,7.77,mp3,,,False
SERGIK x AUXLEE - The Conex.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x AUXLEE - The Conex.wav,83.03,wav,,,True
"diablo - coco, auxlee MASTER v1122.wav",Unknown Artist,"/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/diablo - coco, auxlee MASTER v1122.wav",58.4,wav,,,False
ANDINO x SERGIK - Bird Talk.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/ANDINO x SERGIK - Bird Talk.wav,115.36,wav,,,False
SERGIK - Motions.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Motions.wav,26.5,wav,,,True
SERGIK - Duces (Disco Infero Remix).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Duces (Disco Infero Remix).wav,87.3,wav,disco,,True
SERGIK - How I Feel.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - How I Feel.wav,65.61,wav,,,True
We Should Save - Dubba Haus.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/We Should Save - Dubba Haus.wav,44.06,wav,,,False
SERGIK - When we go.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - When we go.wav,38.77,wav,,,True
Dilon Karim - Attitude (Alternate Dub) 2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Dilon Karim - Attitude (Alternate Dub) 2.wav,87.74,wav,reggae,,False
SERGIK - Wonked.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Wonked.wav,34.61,wav,,,True
SERGIK - Whats Her Name ft. Mateo Haze.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Whats Her Name ft. Mateo Haze.wav,41.38,wav,,,True
SERGIK x LODIN - Bussin v2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x LODIN - Bussin v2.wav,41.02,wav,,,True
SERGIK - Leveled.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Leveled.wav,34.71,wav,,,True
SERGIK - Seretonin.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Seretonin.wav,57.72,wav,,,True
10A - DAY N NITE (PIERCE REMIX) V3.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/10A - DAY N NITE (PIERCE REMIX) V3.wav,38.62,wav,,,False
SERGIK - City Control.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - City Control.wav,62.23,wav,,,True
SERGIK - Rhythm v3.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rhythm v3.wav,67.4,wav,,,True
Sean Hart x Sean Watson x Janis x SERGIK - Safespace (OG Mix).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sean Hart x Sean Watson x Janis x SERGIK - Safespace (OG Mix).wav,63.36,wav,,,False
SERGIK - Something.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Something.wav,41.68,wav,,,True
SERGIK - Vibrationz.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Vibrationz.wav,69.67,wav,,,True
SERGIK - Like The Ol Days.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Like The Ol Days.wav,52.78,wav,,,True
Janis and The Planets - What They Saying_.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Janis and The Planets - What They Saying_.wav,81.09,wav,,,False
Mac Miller - Self Care Acapella (Vocals Only).mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Mac Miller - Self Care Acapella (Vocals Only).mp3,7.9,mp3,,,False
SERGIK x OG Coconut x Kuhl - Mavericks V2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OG Coconut x Kuhl - Mavericks V2.wav,48.45,wav,,,True
SERGIK x Deep Chetty- So Good.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Deep Chetty- So Good.wav,66.38,wav,,,True
SERGIK - Tell me wat it do.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Tell me wat it do.wav,61.99,wav,,,True
SERGIK Ft. Lugh Haurie - Zoned 127 BPM D Min.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK Ft. Lugh Haurie - Zoned 127 BPM D Min.wav,55.32,wav,,127,True
Sergik x JIMIII x Mateo Haze - Tap In.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x JIMIII x Mateo Haze - Tap In.wav,58.36,wav,,,True
SERGIK - Traction.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Traction.wav,55.9,wav,,,True
SERGIK x Janis x Sean W x Safecrackaz - Take Me To 2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Janis x Sean W x Safecrackaz - Take Me To 2.wav,57.48,wav,,,True
SERGIK x Zack Thrasher - Betta.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Zack Thrasher - Betta.wav,66.38,wav,,,True
SERGIK x Zonii - kcuf.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Zonii - kcuf.wav,38.76,wav,,,True
SERGIK - Wut We Bring.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Wut We Bring.wav,55.68,wav,,,True
GREEN VELVET - LAZER BEAMS (BREAUXX REMIX).mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/GREEN VELVET - LAZER BEAMS (BREAUXX REMIX).mp3,9.3,mp3,,,False
hip hop 16.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/hip hop 16.mp3,5.8,mp3,hiphop,,False
WHO R U v10.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/WHO R U v10.wav,47.95,wav,,,False
8.30.24 V2.0 Tron 120 BPM Note C.aif,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/8.30.24 V2.0 Tron 120 BPM Note C.aif,28.56,aif,,120,False
BABYBEMINE RIGHT NOW.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/BABYBEMINE RIGHT NOW.mp3,16.9,mp3,,,False
SERGIK - Funky Technician.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Funky Technician.wav,58.18,wav,funk,,True
SERGIK x Breauxx x WWW - Uninvited.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxx x WWW - Uninvited.wav,71.46,wav,,,True
DISCO BASS A.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/DISCO BASS A.wav,14.33,wav,disco,,False
SERGIK x Zak Martin - Throw it Back.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Zak Martin - Throw it Back.wav,56.78,wav,,,True
SERGIK - Rhythm v2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rhythm v2.wav,67.4,wav,,,True
oldfocks nu samples.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/oldfocks nu samples.mp3,1.81,mp3,,,False
SERGIK x Breauxxx - The Bag 135bpm (Techyea SRGFLIP).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxxx - The Bag 135bpm (Techyea SRGFLIP).wav,67.5,wav,,135,True
Dreaming Jet 4.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Dreaming Jet 4.mp3,12.59,mp3,,,False
plain jane xeno flip newest remaster.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/plain jane xeno flip newest remaster.wav,38.61,wav,,,False
SERGIK x Frank Terry_Repeat_MSTR 1 [Worth the Weight Mastering].wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Frank Terry_Repeat_MSTR 1 [Worth the Weight Mastering].wav,75.56,wav,,,True
SERGIK x Kody Black x Lugh Haurie - All My Friends.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Kody Black x Lugh Haurie - All My Friends.wav,65.81,wav,,,True
Sergik - Hard to Love.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Hard to Love.wav,32.3,wav,,,True
SERGIK - How We Do.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - How We Do.wav,58.64,wav,,,True
SERGIK x Auxlee - Weepin Willows.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Auxlee - Weepin Willows.wav,65.16,wav,,,True
Janis and The Planets x SERGIK - Searching.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Janis and The Planets x SERGIK - Searching.wav,47.94,wav,,,False
8.5.24 V2.0 groovin 120 bpm Note G.aif,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/8.5.24 V2.0 groovin 120 bpm Note G.aif,26.37,aif,,120,False
Lazy Afternoon (0).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Lazy Afternoon (0).wav,28.7,wav,,,False
SERGIK - The Beat.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - The Beat.wav,57.03,wav,,,True
SERGIK x Mike Ron - MNWKA.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Mike Ron - MNWKA.wav,76.35,wav,,,True
SERGIK x Bob Secret - Kiss Me.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Bob Secret - Kiss Me.wav,61.06,wav,,,True
SERGIK - Bass Bunker.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bass Bunker.wav,55.97,wav,,,True
SERGIK - Rushy Funkshway.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rushy Funkshway.wav,76.89,wav,funk,,True
Hip Hop 1.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Hip Hop 1.mp3,5.68,mp3,hiphop,,False
SERGIK - Straight to the Room.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Straight to the Room.wav,50.39,wav,,,True
Dream Street (0).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Dream Street (0).wav,32.28,wav,,,False
5.24.24 2.0 LOVE 120 bpm A.aif,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/5.24.24 2.0 LOVE 120 bpm A.aif,48.34,aif,,120,False
SERGIK - Rhythm VIP Techno.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rhythm VIP Techno.wav,61.51,wav,techno,,True
Always Constant.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Always Constant.wav,19.25,wav,,,False
SERGIK x Janis & The Planets - To The Moon.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Janis & The Planets - To The Moon.wav,75.81,wav,,,True
SERGIK ft. Javi - LOKO.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK ft. Javi - LOKO.wav,60.64,wav,,,True
SERGIK - This is the sound.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - This is the sound.wav,40.76,wav,,,True
SERGIK - Piece Of Your Luv 2.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Piece Of Your Luv 2.wav,64.04,wav,,,True
Sergik - Kittymean.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Kittymean.wav,39.07,wav,,,True
SERGIK x OG Coconut - Big Macs n Jumbo Jacks.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OG Coconut - Big Macs n Jumbo Jacks.wav,57.42,wav,,,True
SERGIK - To Dat Bass.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - To Dat Bass.wav,71.67,wav,,,True
blew up before it even started 12 smx.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/blew up before it even started 12 smx.wav,36.91,wav,,,False
SERGIK x OG Coconut x Kuhl - Mavericks.aif,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OG Coconut x Kuhl - Mavericks.aif,48.45,aif,,,True
SERGIK - The World Dont Stop The Day (Sax).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - The World Dont Stop The Day (Sax).wav,66.91,wav,,,True
SERPANT.aif,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERPANT.aif,27.97,aif,,,False
SERGIK - Discodellic.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Discodellic.wav,41.66,wav,,,True
SERGIK - My Type.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - My Type.wav,74.98,wav,,,True
SERGIK x Aloe Flipz - Broken Problems.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Aloe Flipz - Broken Problems.wav,51.05,wav,,,True
01 Arza x Y2 (Prince) Prod Dame x.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/01 Arza x Y2 (Prince) Prod Dame x.mp3,6.61,mp3,,,False
Andino x SERGIK - Coming Thru 12.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Andino x SERGIK - Coming Thru 12.wav,69.62,wav,,,False
SLAPSTICK BABY.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SLAPSTICK BABY.mp3,10.52,mp3,,,False
Sergik x Silent Jay - tear the roof off.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x Silent Jay - tear the roof off.wav,41.51,wav,,,True
SERGIK - Cherry Bombs singled.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Cherry Bombs singled.wav,305.2,wav,,,True
SERGIK Rework - Say Yeah v4.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK Rework - Say Yeah v4.wav,71.92,wav,,,True
SERGIK - Resist d'King Of The Jungle with LOVE.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Resist d'King Of The Jungle with LOVE.wav,75.51,wav,dnb,,True
SERGIK x NOOD - juice.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x NOOD - juice.wav,60.56,wav,,,True
Sergik - Warehouse District.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Warehouse District.wav,39.07,wav,,,True
Dont Stop FINAL.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Dont Stop FINAL.wav,68.1,wav,,,False
Sergik - Recuperate.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Recuperate.wav,26.08,wav,,,True
SERGIK - Like That 1.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Like That 1.wav,55.19,wav,,,True
sergik x frank terry_cozy cats_master 1 (worth the weight).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/sergik x frank terry_cozy cats_master 1 (worth the weight).wav,71.4,wav,,,True
Darker side of the street.mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Darker side of the street.mp3,10.84,mp3,,,False
SERGIK - Forza.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Forza.wav,65.29,wav,,,True
Night at the roxbury (Bass house) (Jcreate).wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/Night at the roxbury (Bass house) (Jcreate).wav,27.47,wav,house,,False
SERGIK x Slick Floyd x Lev Ayathiens - Running.wav,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Slick Floyd x Lev Ayathiens - Running.wav,61.57,wav,,,True
tester - Dido - Thank You (Breauxx Remix).mp3,Unknown Artist,/Users/machd/Music/Music 1/Media.localized/Music/Unknown Artist/Unknown Album/tester - Dido - Thank You (Breauxx Remix).mp3,4.72,mp3,,,False
