filename,artist,bpm,key,camelot,energy,phrases,duration_sec,sample_rate,bit_depth,channels,file_size_mb,format,path
SERGIK - Voyager.wav,Music,83.4,E major,12B,6,Intro -> Drop,256.0,44100,24,2,64.6,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Voyager.wav
SERGIK - The Bomb Tech 130 bpm.wav,Music,86.1,A major,11B,6,Drop -> Chorus,226.15,44100,24,2,57.07,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - The Bomb Tech 130 bpm.wav
SERGIK - Life.wav,Music,123.0,C# minor,12A,6,Intro -> Drop,211.3,44100,24,2,53.32,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Life.wav
SERGIK x Isaiah - Wont Stop 2.wav,Music,92.3,E minor,9A,6,Intro -> Drop,240.0,48000,24,2,65.92,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Isaiah - Wont Stop 2.wav
SERGIK - Can't You See.wav,Music,129.2,A major,11B,7,Drop,243.81,44100,0,2,41.02,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Can't You See.wav
sine_init v2.wav,Music,92.3,B minor,10A,5,Drop,274.29,44100,0,2,46.14,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/sine_init v2.wav
SERGIK - Elevator.wav,Music,129.2,D major,10B,7,Intro -> Drop,226.77,44100,24,2,57.22,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Elevator.wav
SERGIK - Bye Spring (hip Hop).wav,Music,123.0,D minor,7A,6,Intro -> Verse -> Drop,176.77,44100,24,2,44.61,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bye Spring (hip Hop).wav
SERGIK - Bender.wav,Music,86.1,D major,10B,8,Intro -> Chorus -> Drop,243.81,44100,24,2,61.52,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bender.wav
SERGIK - Dont Mind Me.wav,Music,117.5,D minor,7A,7,Intro -> Drop,264.41,44100,24,2,66.72,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dont Mind Me.wav
SERGIK - Melt 2.wav,Music,86.1,D major,10B,6,Chorus -> Drop,243.81,44100,24,2,61.52,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Melt 2.wav
SnoopCat.wav,Music,92.3,F# minor,11A,6,Drop,190.27,44100,0,2,64.02,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SnoopCat.wav
Slick Floyd x SERGIK x Silent Jay - Sonic Movement FINAL.wav,Music,129.2,D major,10B,6,Drop,260.95,48000,24,2,71.67,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Slick Floyd x SERGIK x Silent Jay - Sonic Movement FINAL.wav
SERGIK x Sean Watson Ft. Janis - A Good Day v2.wav,Music,92.3,D major,10B,6,Chorus -> Drop,301.09,44100,24,2,75.98,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Sean Watson Ft. Janis - A Good Day v2.wav
Floating the city (0).wav,Music,123.0,D minor,7A,6,Chorus -> Drop,170.04,44100,0,2,57.21,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Floating the city (0).wav
SERGIK -Crowd Control (Amerika SRGFLiP) 1.wav,Music,86.1,A minor,8A,7,Intro -> Verse -> Drop,195.0,44100,24,2,49.21,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK -Crowd Control (Amerika SRGFLiP) 1.wav
OPTIKZ SWXTCHBLADE 174 E' (M1).aif,Music,89.1,A minor,8A,7,Intro -> Drop,177.93,44100,16,2,29.93,aif,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/OPTIKZ SWXTCHBLADE 174 E' (M1).aif
SERGIK - Rules Dont Apply.wav,Music,123.0,D major,10B,7,Drop,220.65,48000,24,2,60.6,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rules Dont Apply.wav
SERGIK ft. Residuo - Gottalotta.wav,Music,123.0,D major,10B,7,Drop,251.61,44100,24,2,63.49,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK ft. Residuo - Gottalotta.wav
i do remember logan v2 3.wav,Music,117.5,E major,12B,5,Drop,272.0,44100,0,2,45.76,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/i do remember logan v2 3.wav
SERGIK - Rather Dance.wav,Music,129.2,D minor,7A,5,Drop -> Chorus,241.88,44100,24,2,61.04,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rather Dance.wav
SERGIK x Silent Jay - Numba One.wav,Music,86.1,A major,11B,6,Intro -> Drop,249.6,44100,24,2,62.98,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Silent Jay - Numba One.wav
Sergik x Slick Floyd x Connectjon - Shake.wav,Music,86.1,F# minor,11A,6,Drop,184.32,44100,24,2,46.51,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x Slick Floyd x Connectjon - Shake.wav
BUBBLES NEW.wav,Music,143.6,A major,11B,5,Intro -> Verse -> Drop,150.93,48000,24,2,41.45,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/BUBBLES NEW.wav
SERGIK x BeJanis - Hydrate.wav,Music,86.1,D major,10B,6,Intro -> Drop,265.16,44100,24,2,66.91,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x BeJanis - Hydrate.wav
jake alexander v1.aif,Music,123.0,A minor,8A,5,Intro -> Chorus -> Drop,164.21,44100,24,2,41.44,aif,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/jake alexander v1.aif
SERGIK x Mateo Haze - Who's Boss 2_.wav,Music,117.5,D major,10B,5,Intro -> Drop,188.28,44100,24,2,47.51,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Mateo Haze - Who's Boss 2_.wav
SERGIK - I Got.wav,Music,123.0,A minor,8A,7,Drop,218.71,44100,24,2,55.19,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - I Got.wav
Cloupour JFears.wav,Music,78.3,D major,10B,6,Intro -> Verse -> Drop,164.11,44100,0,2,55.22,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Cloupour JFears.wav
SERGIK - Want What I Want.wav,Music,86.1,D major,10B,7,Drop,236.13,44100,24,2,59.59,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Want What I Want.wav
9.24.24 What A Day 120 BPM Note F.aif,Music,123.0,F major,7B,6,Drop -> Chorus -> Drop,98.0,48000,24,2,26.92,aif,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/9.24.24 What A Day 120 BPM Note F.aif
No Beer Here (0).wav,Music,92.3,D minor,7A,6,Chorus -> Drop,111.63,44100,0,2,18.78,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/No Beer Here (0).wav
This is the sound.wav,Music,123.0,D major,10B,7,Chorus -> Drop,241.95,44100,0,2,40.7,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/This is the sound.wav
SERGIK - Free v3.wav,Music,86.1,A major,11B,6,Drop,259.05,44100,24,2,65.37,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Free v3.wav
SERGIK x Silent Jay - Late Morning.wav,Music,129.2,D major,10B,6,Drop,106.67,44100,0,2,17.94,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Silent Jay - Late Morning.wav
EAT THE ACID V2.wav,Music,86.1,A minor,8A,7,Chorus -> Drop,241.37,44100,0,2,40.61,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/EAT THE ACID V2.wav
SERGIK - Gone Floating.wav,Music,117.5,D major,10B,6,Drop,312.0,44100,0,2,52.49,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Gone Floating.wav
SERGIK - Wiggly.wav,Music,123.0,A major,11B,7,Drop,222.44,44100,0,2,37.42,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Wiggly.wav
SERGIK - Going Gone.wav,Music,86.1,A major,11B,6,Chorus -> Drop,255.48,44100,24,2,64.47,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Going Gone.wav
SERGIK - Everyday (Dub Reggae SRGFLiP).wav,Music,147.7,A major,11B,6,Intro -> Chorus -> Drop,238.39,44100,24,2,60.16,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Everyday (Dub Reggae SRGFLiP).wav
WHAT THE FUCK.mp3,Music,86.1,A major,11B,4,Intro -> Chorus -> Drop,295.39,44100,0,2,11.27,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/WHAT THE FUCK.mp3
upcoming (0).wav,Music,99.4,E major,12B,6,Chorus -> Drop,114.63,44100,0,2,19.28,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/upcoming (0).wav
Arza - Art Of Dying 127bpm prod. Arza E♭ min.wav,Music,89.1,F# major,2B,5,Intro -> Drop,83.15,48000,0,2,30.45,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Arza - Art Of Dying 127bpm prod. Arza E♭ min.wav
Dmtree - Overgrown.wav,Music,92.3,G# minor,1A,6,Intro -> Verse -> Drop,172.29,44100,0,2,31.21,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Dmtree - Overgrown.wav
SERGIK X Karlido x Joc - Love in Ibiza.wav,Music,86.1,D major,10B,6,Drop -> Chorus,209.03,44100,24,2,52.75,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK X Karlido x Joc - Love in Ibiza.wav
SERGIK - Drifter.wav,Music,143.6,D major,10B,8,Chorus -> Drop,289.5,44100,24,2,73.05,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Drifter.wav
SERGIK x Frank Terry - Cozy Cats.wav,Music,86.1,G major,9B,7,Drop,282.58,44100,24,2,71.31,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Frank Terry - Cozy Cats.wav
SEERGIK - All The Vibes.wav,Music,86.1,D major,10B,7,Intro -> Drop,276.19,44100,24,2,69.69,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SEERGIK - All The Vibes.wav
SERGIK - Morpheus.wav,Music,123.0,A major,11B,5,Intro -> Chorus -> Drop,236.13,44100,24,2,59.59,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Morpheus.wav
SERGIK - Can You Dance.wav,Music,123.0,A minor,8A,8,Chorus -> Drop,305.81,44100,24,2,77.17,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Can You Dance.wav
phase distortion v3.wav,Music,89.1,D major,10B,5,Chorus -> Drop,284.44,44100,0,2,47.85,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/phase distortion v3.wav
Arza - Hologram G min.wav,Music,92.3,G minor,6A,5,Chorus -> Drop,58.63,44100,0,2,19.73,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Arza - Hologram G min.wav
Sugar Cubes (0).wav,Music,78.3,A major,11B,5,Drop,112.21,44100,0,2,18.88,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sugar Cubes (0).wav
SERGIK - Daze.wav,Music,78.3,A minor,8A,6,Drop,151.74,44100,24,2,38.29,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Daze.wav
BATTERYLO & PALMA-  LZRR V1.wav,Music,129.2,B minor,10A,5,Drop,178.29,44100,0,2,29.99,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/BATTERYLO & PALMA-  LZRR V1.wav
SERGIK x Slick Floyd - Just Groove.wav,Music,86.1,D major,10B,6,Drop -> Chorus,218.88,44100,24,2,55.23,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Slick Floyd - Just Groove.wav
SERGIK - No Fvcks Left.wav,Music,123.0,D major,10B,7,Chorus -> Drop,228.57,48000,24,2,62.78,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - No Fvcks Left.wav
SERGIK - Last Night.wav,Music,123.0,A major,11B,5,Chorus -> Drop,270.97,44100,24,2,68.38,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Last Night.wav
Andino x Sergik x Janis - Tradicion.wav,Music,129.2,D major,10B,6,Drop -> Chorus -> Drop,411.43,44100,24,2,103.82,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Andino x Sergik x Janis - Tradicion.wav
SERGIK - Deeper.wav,Music,78.3,D minor,7A,6,Drop -> Chorus,250.43,44100,24,2,63.2,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Deeper.wav
double it j dawg.mp3,Music,117.5,G# minor,1A,6,Intro -> Drop,203.62,44100,0,2,7.77,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/double it j dawg.mp3
SERGIK - Groove Junkie.wav,Music,86.1,G major,9B,6,Drop -> Chorus,243.81,44100,0,2,41.02,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Groove Junkie.wav
Sergik ft. RubyRainbow - T!me.wav,Music,86.1,D major,10B,7,Drop,274.84,44100,24,2,69.35,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik ft. RubyRainbow - T!me.wav
Sergik - Warehouse District.1.wav,Music,129.2,C# minor,12A,6,Drop,228.57,44100,24,2,57.68,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Warehouse District.1.wav
SERGIK x Stan The Guitarman - Interstate 1.wav,Music,86.1,E minor,9A,6,Intro -> Drop,261.82,44100,24,2,66.07,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Stan The Guitarman - Interstate 1.wav
SERGIK x Hausofdevotion - Love Again.wav,Music,117.5,B minor,10A,5,Drop,200.0,44100,24,2,50.47,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Hausofdevotion - Love Again.wav
SERGIK - Melt 1.wav,Music,129.2,A major,11B,6,Intro -> Chorus -> Drop,241.89,44100,24,2,61.04,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Melt 1.wav
Sergik - Do You.wav,Music,86.1,E major,12B,6,Drop,203.52,44100,0,2,34.24,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Do You.wav
bobby BATTLO v7.wav,Music,92.3,D major,10B,6,Chorus -> Drop,219.43,44100,0,2,36.91,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/bobby BATTLO v7.wav
SERGIK - Tippn Screw.wav,Music,89.1,D minor,7A,5,Chorus -> Drop,289.52,44100,24,2,73.06,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Tippn Screw.wav
8.28.24 Tryin Be 120 BPM Note E.aif,Music,86.1,E minor,9A,6,Drop,112.0,48000,24,2,30.76,aif,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/8.28.24 Tryin Be 120 BPM Note E.aif
BOBBY HILL.aif,Music,86.1,A major,11B,6,Intro -> Chorus -> Drop,155.86,44100,16,2,26.22,aif,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/BOBBY HILL.aif
Hip Hop.mp3,Music,89.1,A minor,8A,6,Intro -> Drop,128.03,44100,0,2,4.88,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Hip Hop.mp3
SERGIK - One Time v2.wav,Music,92.3,D major,10B,6,Chorus -> Drop,237.55,44100,24,2,59.94,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - One Time v2.wav
JXH collab 1.mp3,Music,112.3,F# minor,11A,6,Drop,173.64,44100,0,2,6.62,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/JXH collab 1.mp3
Dont Fight it - LODB X JCREATE (0).wav,Music,92.3,F# minor,11A,6,Drop,325.42,44100,0,2,54.75,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Dont Fight it - LODB X JCREATE (0).wav
SERGIK x Breauxxx x Janis - The Bag  (SERGIK DiscoTecha VIP 2).wav,Music,129.2,A major,11B,6,Chorus -> Drop,271.87,44100,24,2,68.61,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Breauxxx x Janis - The Bag  (SERGIK DiscoTecha VIP 2).wav
SERGIK - The Bomb.wav,Music,86.1,A major,11B,6,Drop -> Chorus,229.69,44100,24,2,57.96,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - The Bomb.wav
